Nom,Etat,Quality,Organization,Administration,Code Postale,Region,Total des classes,Nombre total d'étudiants
  م.إ. العادي ,Publique,excellent,  صفاقس 1 ,  المحرس ,   ,  ريفي ,  6 ,  93 
  م.إ. القطيفة سيدي غريب ,Publique,excellent,  صفاقس 1 ,  المحرس ,   ,  ريفي ,  6 ,  83 
  م.إ. موريج ,Publique,excellent,  صفاقس 1 ,  المحرس ,   ,  ريفي ,  7 ,  133 
  م.إ. الخندق ,Publique,excellent,  صفاقس 1 ,  المحرس ,   ,  ريفي ,  3 ,  14 
  م.إ. القوادرية ,Publique,excellent,  صفاقس 1 ,  المحرس ,   ,  ريفي ,  4 ,  51 
  م.إ. الشعال ,Publique,moyenne,  صفاقس 1 ,  الغريبة ,   ,  ريفي ,  6 ,  153 
  م.إ. الغريبة ,Publique,moyenne,  صفاقس 1 ,  الغريبة ,   ,  بلدي ,  14 ,  375 
  م.إ. الحشيشينة ,Publique,moyenne,  صفاقس 1 ,  الغريبة ,   ,  ريفي ,  6 ,  130 
  م.إ. السودان ,Publique,excellent,  صفاقس 1 ,  الغريبة ,   ,  ريفي ,  6 ,  37 
  م.إ. نفيضة العجل ,Publique,moyenne,  صفاقس 1 ,  الغريبة ,   ,  ريفي ,  7 ,  164 
  م.إ. الربطة ,Publique,moyenne,  صفاقس 1 ,  الغريبة ,   ,  ريفي ,  8 ,  203 
  م.إ. الحمام ,Publique,excellent,  صفاقس 1 ,  الغريبة ,   ,  ريفي ,  6 ,  95 
  م.إ. قرعة السمارة ,Publique,excellent,  صفاقس 1 ,  الغريبة ,   ,  ريفي ,  6 ,  95 
  م.إ. فائض العتيل ,Publique,moyenne,  صفاقس 1 ,  الغريبة ,   ,  ريفي ,  7 ,  186 
  م.إ. الخوالة ,Publique,excellent,  صفاقس 1 ,  الغريبة ,   ,  ريفي ,  6 ,  77 
  م.إ. أولاد الكيلاني ,Publique,moyenne,  صفاقس 1 ,  الغريبة ,   ,  بلدي ,  7 ,  168 
  م.إ. عقارب ,Publique,mauvaise,  صفاقس 1 ,  عقارب ,   ,  بلدي ,  22 ,  753 
  م.إ. قرقور ,Publique,moyenne,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  12 ,  323 
  م.إ. التراكة1 ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  66 
  م.إ. الجواودة بن سهلون ,Publique,moyenne,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  162 
  م.إ. الجواودة بولذياب ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  70 
  م.إ. مركز الصغار ,Publique,moyenne,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  10 ,  229 
  م.إ. العطيات ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  22 
  م.إ. المحروقة ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  66 
  م.إ. المصادقة ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  49 
  م.إ. زليانة ,Publique,moyenne,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  121 
  م.إ. الفلاق ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  105 
  م.إ. أولاد المبروك ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  84 
  م.إ. قرقور الشمالية ,Publique,moyenne,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  145 
  م.إ. المراعنية ,Publique,moyenne,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  127 
  م.إ. العطاطشة ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  111 
  م.إ. 2 مارس 34 عقارب ,Publique,mauvaise,  صفاقس 1 ,  عقارب ,   ,  بلدي ,  24 ,  864 
  م.إ. أولاد الحاج السعد ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  66 
  م.إ. السواعد ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  35 
  م.إ. السوالم ,Publique,mauvaise,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  182 
  م.إ. عقارب الشرقية ,Publique,moyenne,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  7 ,  149 
  م.إ. قرقور الشرقية ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  114 
  م.إ. قرقور الغربية ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  76 
  م.إ. حي ابن ابراهيم ,Publique,moyenne,  صفاقس 1 ,  عقارب ,   ,  بلدي ,  11 ,  326 
  م.إ.الرفيفات ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  81 
  م.إ. الوادي الكبير ,Publique,moyenne,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  143 
  م.إ. الفتح ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  81 
  م.إ. التراكة 2 ,Publique,moyenne,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  140 
  م.إ. اولاد مبروك 2 ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  6 ,  96 
  م.إ. أولاد حمد قرقور ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  5 ,  41 
  م.إ.أولاد حمودة قرقور ,Publique,excellent,  صفاقس 1 ,  عقارب ,   ,  ريفي ,  4 ,  35 
  م.إ. مركز الجلولي ,Publique,mauvaise,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  34 ,  1134 
  م.إ. مركز بن حليمة ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  18 ,  515 
  م.إ. الحسنى ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  18 ,  514 
  م.إ. مركز علولو ,Publique,mauvaise,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  20 ,  613 
  م.إ. عين الشرفي ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  6 ,  140 
  م.إ. مركز القصاص ,Publique,mauvaise,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  28 ,  920 
  م.إ. مركز معلى ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  18 ,  531 
  م.إ. صالح واردة مركز الخراط ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  12 ,  300 
  م.إ. مركز والي ,Publique,mauvaise,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  22 ,  666 
  م.إ. مركز السلامي ,Publique,mauvaise,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  18 ,  560 
  م.إ. مركز كمون ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  21 ,  601 
  م.إ. الرشاد الجديدة ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  31 ,  785 
  م.إ. عيون المايل ,Publique,mauvaise,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  27 ,  918 
  م.إ. مركز بوخذير ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  12 ,  297 
  م.إ. العرفات ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  6 ,  122 
  م.إ. سيدي عبد الكافي ,Publique,excellent,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  6 ,  107 
  م.إ. مركز الشيخ ابراهيم ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  17 ,  495 
  م.إ. سيدي خليفة الطياري ,Publique,excellent,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  6 ,  106 
  م.إ. الحرية - سوق السيارات ,Publique,mauvaise,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  17 ,  535 
  م.إ. بوزيان ,Publique,mauvaise,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  18 ,  619 
  م.إ. عين تركية ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  9 ,  219 
  م.إ.طريق العين كم 7 ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  12 ,  303 
  م.إ. برشانة ,Publique,excellent,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  6 ,  66 
  م.إ. بومرة ,Publique,excellent,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  6 ,  73 
  م.إ. طريق منزل شاكر كلم 17-النور- ,Publique,excellent,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  ريفي ,  6 ,  118 
  م.إ قرمدة الجديدة ,Publique,moyenne,  صفاقس 2 ,  صفاقس الجنوبية ,   ,  بلدي ,  5 ,  133 
  م.إ. الكمال مركز كعنيش ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  16 ,  433 
  م.إ. مركز بشة ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  19 ,  540 
  م.إ. ساقية الداير ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  21 ,  562 
  م.إ. الأمانة ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  18 ,  435 
  م.إ. عين بن سليمة ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  16 ,  413 
  م.إ. الحي البلدي ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  21 ,  614 
  م.إ. مركز الحطاب ,Publique,mauvaise,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  20 ,  610 
  م.إ. شارع الرشاد ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  18 ,  521 
  م.إ. مركز السبعي ,Publique,mauvaise,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  20 ,  626 
  م.إ. حي بورقيبة 1 ,Publique,mauvaise,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  29 ,  941 
  م.إ. حي بورقيبة 2 ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  12 ,  311 
  م.إ. الخليج ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  13 ,  350 
  م.إ. السلطنية كلم 7 ,Publique,mauvaise,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  30 ,  986 
  م.إ. طريق حبانة ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  12 ,  342 
  م.إ. حي الأمل ,Publique,excellent,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  6 ,  87 
  م.إ. سيدي بوعلي ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  16 ,  447 
  م.إ. حي ملاك ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  12 ,  319 
  م.إ. سيدي منصور ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  14 ,  367 
  م.إ. الحي الجديد ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  9 ,  235 
  م.إ. البدارنة ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  ريفي ,  10 ,  207 
  م.إ. السعادي طريق السلطنية ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  ريفي ,  8 ,  223 
  م.إ. طريق السلطنية كم 4 ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  18 ,  523 
  م.إ. الصداقة ,Publique,moyenne,  صفاقس 2 ,  ساقية الدير ,   ,  بلدي ,  10 ,  253 
  م.إ. الفوز ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  11 ,  252 
  م.إ. مركز الشيشمة ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  6 ,  142 
  م.إ. الثريا ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  12 ,  244 
  م.إ. شارع بورقيبة ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  13 ,  366 
  م.إ. شارع الزيادي ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  16 ,  441 
  م.إ. شارع الهادي شاكر ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  20 ,  589 
  م.إ. الوادي ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  18 ,  478 
  م.إ. البشرى ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  15 ,  411 
  م.إ. مركز السدرة ,Publique,mauvaise,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  24 ,  744 
  م.إ. شارع الحرية ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  19 ,  531 
  م.إ. خالد ابن الوليد ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  23 ,  584 
  م.إ. البساتين / مركز العروي ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  13 ,  346 
  م.إ. الاصلاح الشيحية ,Publique,mauvaise,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  26 ,  885 
  م.إ. البدر الشيحية ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  25 ,  723 
  م.إ. الشيحية الشمالية ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  24 ,  703 
  م.إ. المنارة ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  6 ,  173 
  م.إ. الإمام سحنون ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  24 ,  667 
  م.إ. المثابرة ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  11 ,  256 
  م.إ. طريق تونس كم 10 ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  12 ,  299 
  م.إ. سيدي صالح ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  ريفي ,  16 ,  401 
  م.إ. بئر عباس ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  ريفي ,  6 ,  122 
  م.إ. ابن رشيق ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  12 ,  296 
  م.إ. الأنس 1 ,Publique,moyenne,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  18 ,  480 
  م.إ. الأنس 3 ,Publique,mauvaise,  صفاقس 2 ,  ساقية الزيت ,   ,  بلدي ,  5 ,  153 
  م.إ. شارع بورقيبة ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  بلدي ,  21 ,  627 
  م.إ. 2مارس34جبنيانة ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  بلدي ,  22 ,  617 
  م.إ. حزق 1 ,Publique,mauvaise,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  21 ,  641 
  م.إ. العجانقـة ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  15 ,  391 
  م.إ. مركز العجمي ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  7 ,  170 
  م.إ. اللــوزة ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  9 ,  202 
  م.إ. اولاد بوسميـر ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  11 ,  236 
  م.إ. اولاد يوسف ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  12 ,  307 
  م.إ. المجاذبــة ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  6 ,  161 
  م.إ. دوار اللـواتـة ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  10 ,  216 
  م.إ. القـلالجــة ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  8 ,  164 
  م.إ. اولاد احمد ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  9 ,  207 
  م.إ. الجبارنــة ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  7 ,  150 
  م.إ. بطــرية ,Publique,excellent,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  6 ,  112 
  م.إ. أولاد منصـر ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  15 ,  403 
  م.إ. المناصرية ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  8 ,  186 
  م.إ. حي الحدائق ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  بلدي ,  12 ,  299 
  م.إ. اولاد حميدة ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  7 ,  163 
  م.إ. العقاقشـــة ,Publique,excellent,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  6 ,  102 
  م.إ. الدرابلــة ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  7 ,  182 
  م.إ. حزق2 ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  6 ,  125 
  م.إ. سيدي عبدالعزيز ,Publique,excellent,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  6 ,  118 
  م.إ. أولاد مجاهد ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  7 ,  169 
  م.إ. الغراســة ,Publique,excellent,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  8 ,  158 
  م.إ. المساترية ,Publique,moyenne,  صفاقس 2 ,  جبنيانة ,   ,  ريفي ,  12 ,  278 
  م.إ. بليانة 1 ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  11 ,  295 
  م.إ. بليانة الشرقية ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  6 ,  173 
  م.إ. العامرة 1 ,Publique,mauvaise,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  17 ,  548 
  م.إ. العامرة 2 ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  12 ,  333 
  م.إ. الكتاتنة ,Publique,mauvaise,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  15 ,  453 
  م.إ. السعادي طريق المهدية ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  6 ,  139 
  م.إ. العوابد ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  11 ,  271 
  م.إ. أولاد مسلم ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  6 ,  151 
  م.إ. المهارة ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  10 ,  239 
  م.إ. عين غزال ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  12 ,  257 
  م.إ. أفّي ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  6 ,  133 
  م.إ. الفيض ,Publique,excellent,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  6 ,  102 
  م.إ. الجواودة ,Publique,excellent,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  6 ,  96 
  م.إ. الغلالبة ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  6 ,  120 
  م.إ. العقاربة ,Publique,moyenne,  صفاقس 2 ,  العامرة ,   ,  ريفي ,  7 ,  166 
  م.إ. 2 مارس 34 الحنشة ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  بلدي ,  18 ,  527 
  م.إ. أولاد حمـد 1 ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  11 ,  306 
  م.إ. أولاد طاهر ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  114 
  م.إ. الغرابة ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  13 ,  322 
  م.إ. الغطاطسة ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  7 ,  181 
  م.إ. الغيب ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  10 ,  260 
  م.إ. مركز مصباح ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  7 ,  200 
  م.إ. سيدي حسن بلحاج ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  127 
  م.إ. بئر الشعبة ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  7 ,  161 
  م.إ. بئر صالح ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  8 ,  194 
  م.إ. الحلالفة ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  11 ,  311 
  م.إ. هنشير الجب ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  11 ,  276 
  م.إ. أولاد عمر 1 ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  103 
  م.إ. سيدي محمد بن عمر ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  12 ,  296 
  م.إ. البطاطحة ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  9 ,  242 
  م.إ. الخشارمة ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  81 
  م.إ. المنصورة ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  بلدي ,  17 ,  451 
  م.إ. وادي الرقة ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  86 
  م.إ. النيب ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  8 ,  186 
  م.إ. دخان المحطة ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  102 
  م.إ. سيدي غريب ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  89 
  م.إ. الجلايلة ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  77 
  م.إ. أولاد احمد 2 ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  9 ,  193 
  م.إ. الحجارة ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  9 ,  215 
  م.إ. دخان الشرقية ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  144 
  م.إ. البياضين ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  82 
  م.إ. الجمال ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  124 
  م.إ. أولاد عمر 2 ,Publique,moyenne,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  9 ,  203 
  م.إ. الحلالفة الجنوبية ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  90 
  م.إ.الحجارة 2 ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  94 
  م.إ. الطهــاهرة ,Publique,excellent,  صفاقس 2 ,  الحنشة ,   ,  ريفي ,  6 ,  93 
  م.إ. 2 مارس 34 منزل شاكر ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  بلدي ,  15 ,  403 
  م.إ. بوثدي ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  131 
  م.إ. ماجل الدرج ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  14 ,  296 
  م.إ. العوادنة ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  161 
  م.إ. الرياض بوجربوع ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  8 ,  175 
  م.إ. فسقية التبن ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  11 ,  245 
  م.إ. بشكة ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  117 
  م.إ. بئر الملولي ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  142 
  م.إ. الحاج قاسم 2 ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  7 ,  180 
  م.إ. المراعية ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  114 
  م.إ. أولاد سعادة ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  61 
  م.إ. أولاد يوسف الشمالية ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  13 ,  299 
  م.إ. تليل العجلة ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  150 
  م.إ. زعيبيط ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  88 
  م.إ. ليماية ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  76 
  م.إ. الشوشة ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  106 
  م.إ. العقاير ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  5 ,  44 
  م.إ. الأعشاش ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  176 
  م.إ. مركز البرمكي ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  78 
  م.إ. القوادرية ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  68 
  م.إ. البرمكي 2 ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  178 
  م.إ. بئر بن عياد ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  90 
  م.إ. الحاج قاسم 1 ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  87 
  م.إ. وادي الظل ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  104 
  م.إ. الرحامنة ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  121 
  م.إ. الطيايرة ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  48 
  م.إ. بوجربوع الشمالية ,Publique,moyenne,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  178 
  م.إ. المهاذبة ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  69 
  م.إ. الحاج قاسم 3 ,Publique,excellent,  صفاقس 2 ,  منزل شاكر ,   ,  ريفي ,  6 ,  89 
